Date,Year,Day,Hour_Min,Mod Temp 1,Mod Temp 2,Mod Temp 3,Mod Temp 4,Mod Temp 5,Mod Temp 6,Mod PA 1,Mod PA 2,Mod PA 3,Mod PA 4,Mod PA 5,Mod PA 6,Mod Calc. VWC 1,Mod Calc. VWC 2,Mod Calc. VWC 3,Mod Calc. VWC 4,Mod Calc. VWC 5,Mod Calc. VWC 6
22-Oct-2010 16:00,2010,295,1600,-0.74,-0.73,-1.75,-0.93,-2.12,-1.68,17.31,19.69,16.23,16.88,18.39,17.33,9.74,12.56,8.66,9.32,11.00,9.80
22-Oct-2010 16:30,2010,295,1630,-0.74,-0.73,-1.74,-0.94,-2.14,-1.71,17.31,19.68,16.24,16.88,18.39,17.32,9.74,12.56,8.66,9.32,11.00,9.80
22-Oct-2010 17:00,2010,295,1700,-0.74,-0.74,-1.73,-0.94,-2.15,-1.74,17.31,19.67,16.24,16.88,18.39,17.32,9.74,12.56,8.66,9.32,11.00,9.80
22-Oct-2010 17:30,2010,295,1730,-0.73,-0.74,-1.74,-0.94,-2.18,-1.78,17.31,19.65,16.24,16.88,18.39,17.32,9.74,12.50,8.66,9.32,11.00,9.80
22-Oct-2010 18:00,2010,295,1800,-0.73,-0.74,-1.75,-0.95,-2.20,-1.82,17.31,19.64,16.24,16.88,18.39,17.32,9.74,12.50,8.66,9.32,11.00,9.80
22-Oct-2010 18:30,2010,295,1830,-0.73,-0.75,-1.80,-0.96,-2.23,-1.84,17.31,19.63,16.24,16.88,18.39,17.32,9.74,12.50,8.66,9.32,11.00,9.80
22-Oct-2010 19:00,2010,295,1900,-0.73,-0.75,-1.80,-0.96,-2.27,-1.88,17.31,19.62,16.24,16.88,18.39,17.32,9.74,12.44,8.66,9.32,11.00,9.80
22-Oct-2010 19:30,2010,295,1930,-0.74,-0.76,-1.81,-0.97,-2.31,-1.91,17.31,19.60,16.24,16.88,18.39,17.32,9.74,12.44,8.66,9.32,11.00,9.80
22-Oct-2010 20:00,2010,295,2000,-0.74,-0.76,-1.88,-0.97,-2.34,-1.94,17.30,19.59,16.24,16.88,18.39,17.32,9.74,12.44,8.66,9.32,11.00,9.80
22-Oct-2010 20:30,2010,295,2030,-0.74,-0.77,-1.91,-0.98,-2.37,-1.97,17.30,19.58,16.24,16.88,18.39,17.32,9.74,12.44,8.66,9.32,11.00,9.74
22-Oct-2010 21:00,2010,295,2100,-0.75,-0.78,-1.90,-0.98,-2.42,-2.00,17.30,19.56,16.24,16.88,18.39,17.31,9.74,12.38,8.66,9.32,11.00,9.74
22-Oct-2010 21:30,2010,295,2130,-0.75,-0.79,-1.92,-0.99,-2.46,-2.04,17.30,19.55,16.24,16.88,18.39,17.31,9.74,12.38,8.66,9.32,10.94,9.74
22-Oct-2010 22:00,2010,295,2200,-0.76,-0.79,-1.95,-0.99,-2.50,-2.07,17.30,19.54,16.24,16.88,18.38,17.31,9.74,12.38,8.66,9.32,10.94,9.74
22-Oct-2010 22:30,2010,295,2230,-0.77,-0.81,-1.96,-1.00,-2.54,-2.11,17.30,19.52,16.24,16.87,18.38,17.31,9.74,12.32,8.66,9.32,10.94,9.74
22-Oct-2010 23:00,2010,295,2300,-0.77,-0.81,-1.99,-1.01,-2.58,-2.15,17.29,19.51,16.24,16.87,18.38,17.31,9.74,12.32,8.66,9.32,10.94,9.74
22-Oct-2010 23:30,2010,295,2330,-0.78,-0.82,-2.03,-1.01,-2.64,-2.18,17.29,19.49,16.24,16.87,18.38,17.31,9.74,12.32,8.66,9.32,10.94,9.74
23-Oct-2010 00:00,2010,295,2400,-0.79,-0.83,-2.08,-1.01,-2.68,-2.21,17.29,19.48,16.23,16.87,18.38,17.30,9.74,12.32,8.66,9.32,10.94,9.74
23-Oct-2010 00:30,2010,296,30,-0.80,-0.85,-2.13,-1.02,-2.73,-2.22,17.29,19.47,16.23,16.87,18.38,17.30,9.74,12.26,8.66,9.32,10.94,9.74
23-Oct-2010 01:00,2010,296,100,-0.80,-0.86,-2.21,-1.03,-2.79,-2.22,17.29,19.45,16.23,16.87,18.37,17.30,9.74,12.26,8.66,9.32,10.94,9.74
23-Oct-2010 01:30,2010,296,130,-0.81,-0.87,-2.26,-1.04,-2.85,-2.23,17.28,19.44,16.23,16.87,18.37,17.30,9.74,12.26,8.66,9.32,10.94,9.74
23-Oct-2010 02:00,2010,296,200,-0.83,-0.89,-2.30,-1.04,-2.90,-2.25,17.28,19.42,16.23,16.87,18.37,17.30,9.74,12.20,8.66,9.32,10.94,9.74
23-Oct-2010 02:30,2010,296,230,-0.84,-0.90,-2.37,-1.05,-2.95,-2.26,17.28,19.41,16.23,16.87,18.36,17.30,9.74,12.20,8.66,9.32,10.94,9.74
23-Oct-2010 03:00,2010,296,300,-0.84,-0.92,-2.41,-1.05,-3.00,-2.27,17.27,19.39,16.23,16.87,18.36,17.30,9.74,12.20,8.66,9.32,10.94,9.74
23-Oct-2010 03:30,2010,296,330,-0.85,-0.93,-2.44,-1.07,-3.05,-2.29,17.27,19.37,16.23,16.87,18.36,17.29,9.74,12.14,8.66,9.32,10.94,9.74
23-Oct-2010 04:00,2010,296,400,-0.87,-0.95,-2.49,-1.07,-3.09,-2.30,17.27,19.36,16.23,16.87,18.35,17.29,9.74,12.14,8.66,9.32,10.94,9.74
23-Oct-2010 04:30,2010,296,430,-0.88,-0.97,-2.54,-1.09,-3.13,-2.32,17.27,19.34,16.22,16.86,18.35,17.29,9.74,12.14,8.66,9.32,10.94,9.74
23-Oct-2010 05:00,2010,296,500,-0.89,-0.98,-2.58,-1.09,-3.18,-2.33,17.27,19.33,16.22,16.86,18.35,17.29,9.74,12.08,8.66,9.32,10.94,9.74
23-Oct-2010 05:30,2010,296,530,-0.89,-0.99,-2.63,-1.10,-3.24,-2.35,17.26,19.31,16.22,16.86,18.34,17.29,9.74,12.08,8.66,9.26,10.94,9.74
23-Oct-2010 06:00,2010,296,600,-0.90,-1.01,-2.69,-1.11,-3.28,-2.35,17.26,19.29,16.22,16.86,18.34,17.29,9.74,12.08,8.66,9.26,10.94,9.74
23-Oct-2010 06:30,2010,296,630,-0.91,-1.03,-2.75,-1.12,-3.34,-2.34,17.26,19.28,16.22,16.86,18.33,17.28,9.68,12.02,8.66,9.26,10.88,9.74
23-Oct-2010 07:00,2010,296,700,-0.92,-1.05,-2.80,-1.13,-3.39,-2.34,17.26,19.26,16.22,16.86,18.33,17.28,9.68,12.02,8.66,9.26,10.88,9.74
23-Oct-2010 07:30,2010,296,730,-0.93,-1.07,-2.86,-1.14,-3.45,-2.34,17.25,19.24,16.21,16.86,18.32,17.28,9.68,12.02,8.66,9.26,10.88,9.74
23-Oct-2010 08:00,2010,296,800,-0.95,-1.08,-2.93,-1.15,-3.50,-2.33,17.25,19.23,16.21,16.85,18.32,17.28,9.68,11.96,8.66,9.26,10.88,9.74
23-Oct-2010 08:30,2010,296,830,-0.96,-1.10,-3.01,-1.17,-3.54,-2.31,17.25,19.21,16.21,16.85,18.31,17.28,9.68,11.96,8.66,9.26,10.88,9.74
23-Oct-2010 09:00,2010,296,900,-0.97,-1.13,-3.10,-1.19,-3.56,-2.28,17.24,19.19,16.21,16.85,18.30,17.28,9.68,11.96,8.60,9.26,10.88,9.74
23-Oct-2010 09:30,2010,296,930,-0.99,-1.16,-3.17,-1.21,-3.61,-2.26,17.24,19.17,16.21,16.85,18.29,17.28,9.68,11.90,8.60,9.26,10.88,9.74
23-Oct-2010 10:00,2010,296,1000,-1.00,-1.18,-3.22,-1.23,-3.65,-2.24,17.24,19.16,16.20,16.84,18.29,17.28,9.68,11.90,8.60,9.26,10.88,9.74
23-Oct-2010 10:30,2010,296,1030,-1.02,-1.21,-3.30,-1.25,-3.67,-2.21,17.24,19.14,16.20,16.84,18.28,17.27,9.68,11.90,8.60,9.26,10.82,9.74
23-Oct-2010 11:00,2010,296,1100,-1.03,-1.23,-3.36,-1.27,-3.71,-2.18,17.23,19.12,16.20,16.84,18.27,17.27,9.68,11.84,8.60,9.26,10.82,9.74
23-Oct-2010 11:30,2010,296,1130,-1.05,-1.26,-3.40,-1.30,-3.75,-2.16,17.23,19.10,16.20,16.84,18.26,17.27,9.68,11.84,8.60,9.26,10.82,9.74
23-Oct-2010 12:00,2010,296,1200,-1.06,-1.28,-3.41,-1.32,-3.79,-2.15,17.23,19.09,16.20,16.83,18.26,17.27,9.68,11.78,8.60,9.26,10.82,9.74
23-Oct-2010 12:30,2010,296,1230,-1.08,-1.31,-3.47,-1.34,-3.80,-2.14,17.22,19.07,16.19,16.83,18.25,17.27,9.68,11.78,8.60,9.26,10.82,9.74
23-Oct-2010 13:00,2010,296,1300,-1.10,-1.35,-3.52,-1.38,-3.82,-2.10,17.22,19.05,16.19,16.83,18.24,17.27,9.68,11.78,8.60,9.26,10.82,9.74
23-Oct-2010 13:30,2010,296,1330,-1.12,-1.38,-3.57,-1.41,-3.78,-2.02,17.22,19.04,16.19,16.82,18.23,17.27,9.68,11.72,8.60,9.26,10.82,9.74
23-Oct-2010 14:00,2010,296,1400,-1.14,-1.42,-3.58,-1.45,-3.70,-1.97,17.21,19.02,16.19,16.82,18.22,17.27,9.68,11.72,8.60,9.26,10.76,9.74
23-Oct-2010 14:30,2010,296,1430,-1.16,-1.46,-3.61,-1.49,-3.62,-1.94,17.21,19.00,16.19,16.82,18.21,17.27,9.68,11.72,8.60,9.26,10.76,9.74
23-Oct-2010 15:00,2010,296,1500,-1.18,-1.51,-3.64,-1.54,-3.55,-1.92,17.20,18.98,16.19,16.82,18.20,17.27,9.62,11.66,8.60,9.26,10.76,9.74
23-Oct-2010 15:30,2010,296,1530,-1.20,-1.55,-3.68,-1.60,-3.49,-1.90,17.20,18.96,16.18,16.81,18.19,17.27,9.62,11.66,8.60,9.26,10.76,9.74
23-Oct-2010 16:00,2010,296,1600,-1.22,-1.61,-3.73,-1.66,-3.41,-1.88,17.19,18.95,16.18,16.81,18.18,17.26,9.62,11.66,8.60,9.26,10.76,9.74
23-Oct-2010 16:30,2010,296,1630,-1.24,-1.66,-3.78,-1.72,-3.35,-1.86,17.19,18.93,16.18,16.80,18.18,17.26,9.62,11.60,8.60,9.20,10.70,9.74
23-Oct-2010 17:00,2010,296,1700,-1.27,-1.71,-3.82,-1.79,-3.32,-1.86,17.18,18.91,16.18,16.80,18.17,17.26,9.62,11.60,8.60,9.20,10.70,9.74
23-Oct-2010 17:30,2010,296,1730,-1.30,-1.75,-3.86,-1.86,-3.30,-1.86,17.18,18.89,16.18,16.80,18.16,17.26,9.62,11.54,8.60,9.20,10.70,9.74
23-Oct-2010 18:00,2010,296,1800,-1.32,-1.79,-3.88,-1.93,-3.31,-1.86,17.18,18.87,16.18,16.79,18.15,17.26,9.62,11.54,8.60,9.20,10.70,9.74
23-Oct-2010 18:30,2010,296,1830,-1.34,-1.83,-3.88,-1.99,-3.31,-1.86,17.17,18.85,16.18,16.79,18.14,17.26,9.62,11.54,8.60,9.20,10.70,9.74
23-Oct-2010 19:00,2010,296,1900,-1.36,-1.90,-3.88,-2.06,-3.35,-1.85,17.17,18.83,16.17,16.78,18.14,17.26,9.62,11.48,8.60,9.20,10.70,9.68
23-Oct-2010 19:30,2010,296,1930,-1.38,-1.96,-3.89,-2.13,-3.36,-1.85,17.16,18.81,16.17,16.78,18.13,17.26,9.62,11.48,8.60,9.20,10.70,9.68
23-Oct-2010 20:00,2010,296,2000,-1.40,-2.00,-3.90,-2.20,-3.26,-1.86,17.16,18.79,16.17,16.77,18.12,17.26,9.62,11.42,8.60,9.20,10.64,9.68
23-Oct-2010 20:30,2010,296,2030,-1.43,-2.03,-3.91,-2.27,-3.19,-1.87,17.15,18.77,16.17,16.77,18.11,17.26,9.62,11.42,8.60,9.20,10.64,9.68
23-Oct-2010 21:00,2010,296,2100,-1.45,-2.05,-3.94,-2.34,-3.14,-1.89,17.15,18.75,16.17,16.77,18.11,17.26,9.62,11.42,8.60,9.20,10.64,9.68
23-Oct-2010 21:30,2010,296,2130,-1.46,-2.08,-3.94,-2.39,-3.11,-1.91,17.15,18.73,16.16,16.76,18.10,17.25,9.62,11.36,8.60,9.20,10.64,9.68
23-Oct-2010 22:00,2010,296,2200,-1.48,-2.09,-3.95,-2.44,-3.10,-1.93,17.15,18.70,16.16,16.76,18.10,17.25,9.56,11.36,8.60,9.20,10.64,9.68
23-Oct-2010 22:30,2010,296,2230,-1.49,-2.11,-3.95,-2.48,-3.11,-1.95,17.14,18.68,16.16,16.76,18.09,17.25,9.56,11.30,8.60,9.20,10.64,9.68
23-Oct-2010 23:00,2010,296,2300,-1.50,-2.12,-3.95,-2.53,-3.11,-1.97,17.14,18.66,16.16,16.75,18.09,17.25,9.56,11.30,8.60,9.20,10.64,9.68
23-Oct-2010 23:30,2010,296,2330,-1.51,-2.13,-3.94,-2.57,-3.13,-1.99,17.14,18.64,16.16,16.75,18.08,17.25,9.56,11.24,8.60,9.20,10.64,9.68
24-Oct-2010 00:00,2010,296,2400,-1.52,-2.16,-3.93,-2.60,-3.19,-2.01,17.14,18.62,16.16,16.75,18.08,17.25,9.56,11.24,8.60,9.20,10.64,9.68
24-Oct-2010 00:30,2010,297,30,-1.53,-2.19,-3.92,-2.64,-3.24,-2.02,17.13,18.60,16.15,16.74,18.07,17.25,9.56,11.24,8.60,9.14,10.58,9.68
24-Oct-2010 01:00,2010,297,100,-1.54,-2.22,-3.91,-2.68,-3.24,-2.03,17.13,18.57,16.15,16.74,18.07,17.25,9.56,11.18,8.60,9.14,10.58,9.68
24-Oct-2010 01:30,2010,297,130,-1.56,-2.28,-3.91,-2.72,-3.37,-2.03,17.13,18.55,16.15,16.74,18.06,17.25,9.56,11.18,8.60,9.14,10.58,9.68
24-Oct-2010 02:00,2010,297,200,-1.58,-2.32,-3.91,-2.77,-3.40,-2.04,17.12,18.53,16.15,16.73,18.05,17.25,9.56,11.12,8.54,9.14,10.58,9.68
24-Oct-2010 02:30,2010,297,230,-1.60,-2.36,-3.92,-2.82,-3.44,-2.06,17.12,18.51,16.14,16.73,18.05,17.25,9.56,11.12,8.54,9.14,10.58,9.68
24-Oct-2010 03:00,2010,297,300,-1.62,-2.41,-3.91,-2.87,-3.54,-2.07,17.11,18.49,16.14,16.73,18.04,17.24,9.56,11.06,8.54,9.14,10.58,9.68
24-Oct-2010 03:30,2010,297,330,-1.64,-2.44,-3.91,-2.92,-3.60,-2.08,17.11,18.46,16.14,16.73,18.04,17.24,9.56,11.06,8.54,9.14,10.58,9.68
24-Oct-2010 04:00,2010,297,400,-1.65,-2.48,-3.90,-2.96,-3.72,-2.11,17.11,18.44,16.13,16.72,18.03,17.24,9.56,11.06,8.54,9.14,10.58,9.68
24-Oct-2010 04:30,2010,297,430,-1.66,-2.50,-3.88,-3.00,-3.72,-2.13,17.10,18.42,16.13,16.72,18.03,17.24,9.56,11.00,8.54,9.14,10.58,9.68
24-Oct-2010 05:00,2010,297,500,-1.67,-2.49,-3.87,-3.03,-3.62,-2.15,17.10,18.40,16.13,16.72,18.02,17.24,9.56,11.00,8.54,9.14,10.58,9.68
24-Oct-2010 05:30,2010,297,530,-1.67,-2.48,-3.85,-3.05,-3.57,-2.17,17.10,18.37,16.13,16.71,18.02,17.24,9.56,10.94,8.54,9.14,10.58,9.68
24-Oct-2010 06:00,2010,297,600,-1.67,-2.48,-3.81,-3.07,-3.61,-2.18,17.10,18.35,16.12,16.71,18.02,17.24,9.56,10.94,8.54,9.14,10.52,9.68
24-Oct-2010 06:30,2010,297,630,-1.67,-2.47,-3.77,-3.08,-3.60,-2.19,17.10,18.33,16.12,16.71,18.02,17.24,9.56,10.88,8.54,9.14,10.52,9.68
24-Oct-2010 07:00,2010,297,700,-1.67,-2.47,-3.73,-3.09,-3.60,-2.19,17.10,18.31,16.12,16.71,18.01,17.24,9.56,10.88,8.54,9.14,10.52,9.68
24-Oct-2010 07:30,2010,297,730,-1.67,-2.51,-3.70,-3.10,-3.85,-2.19,17.10,18.30,16.12,16.70,18.01,17.23,9.56,10.88,8.54,9.14,10.52,9.68
24-Oct-2010 08:00,2010,297,800,-1.68,-2.55,-3.66,-3.13,-4.05,-2.18,17.09,18.28,16.12,16.70,18.01,17.23,9.56,10.82,8.54,9.14,10.52,9.68
24-Oct-2010 08:30,2010,297,830,-1.68,-2.54,-3.61,-3.15,-4.01,-2.20,17.09,18.26,16.11,16.70,18.01,17.23,9.56,10.82,8.54,9.14,10.52,9.68
24-Oct-2010 09:00,2010,297,900,-1.67,-2.50,-3.57,-3.15,-3.83,-2.22,17.09,18.25,16.11,16.70,18.01,17.23,9.56,10.82,8.54,9.14,10.52,9.68
24-Oct-2010 09:30,2010,297,930,-1.66,-2.44,-3.50,-3.15,-3.70,-2.23,17.09,18.24,16.11,16.70,18.01,17.23,9.56,10.82,8.54,9.14,10.52,9.68
24-Oct-2010 10:00,2010,297,1000,-1.64,-2.38,-3.43,-3.13,-3.55,-2.24,17.10,18.22,16.11,16.70,18.01,17.23,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 10:30,2010,297,1030,-1.62,-2.32,-3.35,-3.10,-3.43,-2.23,17.10,18.21,16.11,16.69,18.01,17.23,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 11:00,2010,297,1100,-1.60,-2.27,-3.27,-3.06,-3.33,-2.19,17.10,18.20,16.11,16.69,18.01,17.23,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 11:30,2010,297,1130,-1.57,-2.21,-3.21,-3.04,-3.24,-2.14,17.10,18.19,16.11,16.69,18.01,17.23,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 12:00,2010,297,1200,-1.54,-2.16,-3.13,-3.01,-3.16,-2.09,17.11,18.19,16.11,16.69,18.01,17.23,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 12:30,2010,297,1230,-1.52,-2.12,-3.06,-2.97,-3.06,-2.04,17.11,18.18,16.11,16.70,18.02,17.24,9.56,10.76,8.54,9.14,10.52,9.68
24-Oct-2010 13:00,2010,297,1300,-1.50,-2.07,-3.01,-2.92,-2.93,-1.98,17.11,18.17,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.52,9.68
24-Oct-2010 13:30,2010,297,1330,-1.48,-2.02,-2.96,-2.88,-2.84,-1.93,17.12,18.17,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.52,9.68
24-Oct-2010 14:00,2010,297,1400,-1.45,-1.97,-2.90,-2.84,-2.76,-1.86,17.12,18.16,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.52,9.68
24-Oct-2010 14:30,2010,297,1430,-1.43,-1.93,-2.84,-2.80,-2.69,-1.80,17.12,18.16,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.58,9.68
24-Oct-2010 15:00,2010,297,1500,-1.41,-1.90,-2.79,-2.75,-2.64,-1.78,17.13,18.16,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.58,9.68
24-Oct-2010 15:30,2010,297,1530,-1.39,-1.87,-2.75,-2.72,-2.60,-1.75,17.13,18.16,16.11,16.70,18.02,17.24,9.56,10.70,8.54,9.14,10.58,9.68
24-Oct-2010 16:00,2010,297,1600,-1.37,-1.84,-2.72,-2.69,-2.56,-1.73,17.13,18.15,16.11,16.70,18.02,17.25,9.56,10.70,8.54,9.14,10.58,9.68
24-Oct-2010 16:30,2010,297,1630,-1.36,-1.82,-2.69,-2.66,-2.52,-1.72,17.13,18.15,16.11,16.71,18.03,17.25,9.56,10.70,8.54,9.14,10.58,9.68
24-Oct-2010 17:00,2010,297,1700,-1.34,-1.79,-2.67,-2.63,-2.47,-1.70,17.14,18.15,16.12,16.71,18.03,17.25,9.56,10.70,8.54,9.14,10.58,9.68
