"Date","fire","P.kPa","Tair.C.mean","Tair.C.min","Tair.C.max","Tsurf.K","Tsoil.C","Tsoil.C.min","Tsoil.C.max","ea.kPa","es.kPa","RH","SWin.W.m2","SWout.W.m2","LWin.mm.m2.s","LWout.mm.m2.s","Rnet.W.m2","frictionVeloc.m.s","windDir.deg","windSpeed.m.s","LE.W.m2","H.W.m2","G.W.m2","NEE.mm.m2.s","VWC","VWC.min","VWC.max"
2011-07-27,"Moderate",95.9657479166667,11.4754791666667,3.176,17.99,285.120104166667,6.45239583333333,5.4385,7.652,0.467812691020833,1.42862518942729,26.1879177940901,292.664666666667,61.862625,309.808333333333,378.5,162.110375,0.166268125,NA,NA,NA,NA,10.765515625,NA,NA,NA,NA
2011-07-27,"Severe",96.5723375,11.5148432979167,3.0322426,18.051074,286.117625,9.14505208333333,7.0175,12.285,NA,1.43371161966447,NA,283.5944375,55.0712291666667,325.066666666667,381.325,172.264875,0.2791375,NA,NA,NA,NA,12.4930104166667,NA,NA,NA,NA
2011-07-27,"Unburned",95.69403125,11.3325,2.745,17.91,286.128229166667,4.09426041666667,3.3585,4.951,0.4770788910625,1.41687681497186,26.6261403263576,287.755104166667,57.5888125,310.195833333333,384.310416666667,156.051708333333,5.80242270833333,NA,NA,NA,NA,8.70342357708333,NA,NA,NA,NA
2011-07-28,"Moderate",95.82021875,15.5242916666667,7.08,22.55,287.940229166667,7.01127083333333,6.0365,8.367,0.728430905,1.82870731281651,36.7654447985339,239.50675,50.890875,325.20625,393.220833333333,120.601291666667,0.244235416666667,NA,NA,NA,NA,12.1543541666667,NA,NA,NA,NA
2011-07-28,"Severe",96.4173729166667,15.6578886645833,7.0718174,22.466725,288.181958333333,9.66523958333333,7.454,12.18,NA,1.84305725486021,NA,236.288083333333,45.8731666666667,335.579166666667,394.404166666667,131.589916666667,0.214549791666667,249.734739583333,1.44237364583333,48.4050132291667,19.7440903125,13.8241458333333,-0.9828125,NA,NA,NA
2011-07-28,"Unburned",95.5629208333333,15.5315833333333,6.883,22.06,288.730458333333,4.64025,3.8245,5.5585,0.756353383958333,1.8264671212049,38.4725628628203,251.669270833333,49.260625,324.00625,399.120833333333,127.2940625,0.208000208333333,NA,NA,NA,NA,10.6675208479167,NA,NA,NA,NA
2011-07-29,"Moderate",95.72828125,11.907875,6.816,18.58,284.871625,7.52102083333333,6.962,8.256,0.315782056375,1.41720100512561,19.3204467026692,157.7946875,35.9978333333333,335.114583333333,375.2625,81.6489375,0.279439375,NA,NA,NA,NA,12.5528125,NA,NA,NA,NA
2011-07-29,"Severe",96.3343041666667,11.8285354645833,6.7619296,18.573607,284.909645833333,9.13501041666667,8.3025,10.06,NA,1.41026029988094,NA,149.722208333333,31.7925208333333,342.660416666667,373.91875,86.6713541666667,0.278399375,NA,NA,NA,NA,11.7868489583333,NA,NA,NA,NA
2011-07-29,"Unburned",95.4597541666667,11.5243333333333,6.53,18.28,284.567520833333,5.11786458333333,4.513,5.4115,0.298586608041667,1.38244143693409,18.5564360587569,159.388416666667,32.9477083333333,332.29375,375.852083333333,82.882375,0.248602708333333,NA,NA,NA,NA,11.1652500895833,NA,NA,NA,NA
2011-07-30,"Moderate",95.7850958333333,8.41741666666667,5.782,11.49,282.384041666667,6.98501041666667,6.4155,7.6615,0.225611371916667,1.11332597383076,18.7126288267182,146.553,28.1142083333333,349.489583333333,362.025,105.903375,0.160895,NA,NA,NA,NA,9.79670833333333,NA,NA,NA,NA
2011-07-30,"Severe",96.4007166666667,8.37882167291667,5.7657745,11.47071,282.745291666667,8.44709375,7.1655,10.09,NA,1.11051232245708,NA,139.915854166667,23.8788958333333,352.066666666667,361.8875,106.216125,0.141855,NA,NA,NA,NA,10.2209375,NA,NA,NA,NA
2011-07-30,"Unburned",95.5153708333333,8.14741666666667,5.577,11.23,282.506708333333,4.59667708333333,4.3005,5.0915,0.215209180041667,1.09314379615599,18.1178515245625,142.0445625,25.9944166666667,350.060416666667,363.975,102.1355625,0.251893333333333,NA,NA,NA,NA,8.2202986125,NA,NA,NA,NA
2011-07-31,"Moderate",95.4761833333333,10.1146458333333,6.813,14.95,283.538520833333,6.87689583333333,6.176,7.5855,0.324287620875,1.2536315257167,23.499345280471,209.301875,43.2112083333333,330.9875,368.9375,128.140666666667,0.210178333333333,NA,NA,NA,NA,9.641890625,NA,NA,NA,NA
2011-07-31,"Severe",96.0836270833333,10.0905709520833,6.8374527,14.836403,284.201916666667,8.71448958333333,7.1065,11.155,NA,1.25155789631936,NA,206.872729166667,38.315125,334.622916666667,370.214583333333,132.9659375,0.202744583333333,NA,NA,NA,NA,11.161671875,NA,NA,NA,NA
2011-07-31,"Unburned",95.20958125,9.85785416666667,6.439,14.47,283.803729166667,4.33472916666667,3.8475,4.743,0.319076970583333,1.23195438364249,23.5474330405459,209.4534375,39.8135416666667,336.9875,371.5625,135.064895833333,0.206839166666667,NA,NA,NA,NA,8.22972218958333,NA,NA,NA,NA
2011-08-01,"Moderate",95.32433125,11.5574791666667,6.725,16.47,285.324875,7.09546875,6.417,7.832,0.384132939895833,1.38830805218289,24.165448277528,204.006604166667,41.5611041666667,339.535416666667,377.477083333333,124.503833333333,0.179451041666667,190.319546875,1.5990559375,68.7751024739583,32.0706633854167,10.5687291666667,-3.14375,NA,NA,NA
2011-08-01,"Severe",95.9361104166667,11.5573628479167,6.7021198,16.368489,285.621958333333,9.20463541666667,7.691,11.54,NA,1.38864273384197,NA,209.305083333333,37.675625,348.233333333333,378.422916666667,141.439875,0.173327916666667,NA,NA,NA,NA,12.417390625,NA,NA,NA,NA
2011-08-01,"Unburned",95.0837072916667,11.3350625,6.502,16.05,285.753104166667,4.5734375,4.128,5.025,0.384217669708333,1.36845139046081,24.4469997248829,213.550375,39.9549791666667,342.385416666667,381.7875,134.1933125,0.179295520833333,NA,NA,NA,NA,10.3283229208333,NA,NA,NA,NA
2011-08-02,"Moderate",95.0108770833333,10.0710416666667,8.09,12.36,283.446270833333,7.19547916666667,6.682,7.9425,0.162267102520833,1.23712500715023,12.6925954366606,101.339166666667,20.7988958333333,347.1875,367.079166666667,60.6486041666667,0.175367291666667,NA,NA,NA,NA,10.2597760416667,NA,NA,NA,NA
2011-08-02,"Severe",95.5894291666667,10.00251150625,7.9670855,12.304612,283.771291666667,8.75159375,8.012,9.325,NA,1.23163802257114,NA,102.988541666667,18.9844583333333,353.166666666667,366.727083333333,70.4436666666667,0.191298333333333,NA,NA,NA,NA,11.3628333333333,NA,NA,NA,NA
2011-08-02,"Unburned",94.73485625,9.7260625,7.655,12.02,283.250291666667,4.75338541666667,4.4505,5.085,0.149987819958333,1.20918105012946,11.9436317475169,101.269416666667,19.7213541666667,348.854166666667,367.954166666667,62.4480625,0.172906041666667,NA,NA,NA,NA,11.2446458333333,NA,NA,NA,NA
2011-08-03,"Moderate",95.1600375,12.7255416666667,7.919,17.58,285.805583333333,7.23377083333333,6.494,8.1615,0.390668440083333,1.50932362175372,22.158820196452,209.81125,42.1119791666667,352.760416666667,380.9625,139.4971875,0.244972291666667,NA,NA,NA,NA,10.4257291666667,NA,NA,NA,NA
2011-08-03,"Severe",95.7552104166667,12.7737815833333,7.9629315,17.895127,285.840895833333,9.31273958333333,7.6845,11.34,NA,1.51482725976556,NA,205.404104166667,36.8420416666667,359.8875,380.435416666667,148.014145833333,0.247918333333333,NA,NA,NA,NA,13.2594375,NA,NA,NA,NA
2011-08-03,"Unburned",94.890675,12.5886666666667,7.651,17.93,286.3355,4.8254375,4.435,5.3145,0.3955071554375,1.49683489482622,22.4350454348637,203.391833333333,37.8074166666667,358.4625,384.310416666667,139.7365,0.231692916666667,NA,NA,NA,NA,12.869375,NA,NA,NA,NA
2011-08-04,"Moderate",95.04668125,15.5839583333333,11.33,21.29,287.753958333333,7.89846875,7.2315,8.745,0.732965584375,1.80410450825836,37.637680298737,180.309395833333,36.0241041666667,352.695833333333,392.647916666667,104.333208333333,0.250262291666667,NA,NA,NA,NA,11.9838541666667,NA,NA,NA,NA
2011-08-04,"Severe",95.6210791666667,15.6081685833333,11.621219,21.230974,288.279166666667,10.2515729166667,8.735,12.415,NA,1.8073186038415,NA,165.077145833333,29.54325,360.152083333333,393.45625,102.229729166667,0.228718333333333,NA,NA,NA,NA,14.9579895833333,NA,NA,NA,NA
2011-08-04,"Unburned",94.78355,15.3727083333333,11.56,20.86,288.213333333333,5.32945833333333,4.8975,5.833,0.737940635625,1.78043315412837,38.287111872272,163.35675,32.1701458333333,352.4375,395.929166666667,87.6949375,0.220005208333333,NA,NA,NA,NA,13.465625,NA,NA,NA,NA
2011-08-05,"Moderate",95.4630020833333,12.253125,6.325,16.53,284.459645833333,7.7841875,7.1785,8.605,0.5857187875,1.44295198610802,38.687620297613,219.9670625,45.3988125,320.308333333333,375.077083333333,119.7995,0.284771041666667,304.596625,3.7908521875,60.8044186458333,19.0993427083333,10.9986979166667,-1.07083333333333,NA,NA,NA
2011-08-05,"Severe",96.0594833333333,12.1705401729167,5.8245534,16.443823,284.8609375,9.22855208333333,8.152,10.48,NA,1.43558558015854,NA,198.126583333333,38.3658333333333,332.041666666667,375.583333333333,116.219083333333,0.35681375,303.675958333333,3.94137994791667,47.79923,12.5986110416667,11.307921875,-0.139375,NA,NA,NA
2011-08-05,"Unburned",95.1816208333333,11.8599166666667,5.154,16.09,284.449458333333,5.3296875,4.9395,5.7535,0.557951999791667,1.40693268168913,37.625565641907,210.628166666667,42.9315,318.204166666667,375.989583333333,109.91125,0.252692083333333,307.994395833333,4.00078260416667,40.6763395833333,22.8381485416667,11.41046875,-1.51604166666667,NA,NA,NA
2011-08-06,"Moderate",96.22488125,9.469125,4.843,14.43,282.0853125,6.64132291666667,5.9445,7.5545,0.559542662083333,1.21215219875959,42.8695690622316,175.334395833333,35.1078125,304.658333333333,361.079166666667,83.80575,0.16637875,NA,NA,NA,NA,7.608296875,NA,NA,NA,NA
2011-08-06,"Severe",96.8351729166667,9.49596058333333,4.5233354,14.640061,282.2938125,7.97865625,6.351,10.295,NA,1.21545318454187,NA,181.550479166667,34.0720625,314.077083333333,364.05625,97.49925,0.190632708333333,317.751541666667,1.89285708333333,43.1050620833333,24.6389876041667,8.239390625,-1.77302083333333,NA,NA,NA
2011-08-06,"Unburned",95.9670979166667,9.31977083333333,3.938,14.69,282.199395833333,4.45611458333333,4.049,5.1195,0.576174262708333,1.20216432350989,44.2897933399242,168.586729166667,33.343375,303.197916666667,364.254166666667,74.1871041666667,0.165235416666667,NA,NA,NA,NA,7.793,NA,NA,NA,NA
2011-08-07,"Moderate",95.9624416666667,8.8814375,3.38,13.48,281.4043125,6.11304166666667,5.511,6.785,0.351607313729167,1.15458546240712,29.7453891267498,131.9009375,26.9087916666667,325.729166666667,357.277083333333,73.4442291666667,0.223021458333333,NA,NA,NA,NA,6.75283854166667,NA,NA,NA,NA
2011-08-07,"Severe",96.5737708333333,9.11708035833333,4.6680196,13.42982,281.771,7.26503125,6.013,8.622,NA,1.16934123661464,NA,123.707083333333,23.3883333333333,328.479166666667,358.295833333333,70.5020833333333,0.233686458333333,NA,NA,NA,NA,7.34018229166667,NA,NA,NA,NA
2011-08-07,"Unburned",95.6960541666667,9.15364583333333,4.655,13.14,281.445854166667,3.98725,3.6755,4.4205,0.379877907104167,1.16971641558468,31.7871494401824,116.525041666667,23.2362916666667,327.489583333333,358.722916666667,62.0554166666667,0.20798875,NA,NA,NA,NA,7.17660416666667,NA,NA,NA,NA
2011-08-08,"Moderate",96.3689145833333,8.96091666666667,4.553,13.3,281.789666666667,6.20990625,5.638,8.395,0.2667308341875,1.15677773782472,21.2746411845824,138.132395833333,27.3839583333333,340.339583333333,359.033333333333,92.0546875,0.186330208333333,NA,NA,NA,NA,7.242953125,NA,NA,NA,NA
2011-08-08,"Severe",96.9856270833333,8.9956864125,5.0925739,13.028191,282.114833333333,7.4043125,6.4695,8.688,NA,1.15954466833395,NA,144.838895833333,27.3332083333333,336.210416666667,361.30625,92.4098541666667,0.204202916666667,NA,NA,NA,NA,9.134921875,NA,NA,NA,NA
2011-08-08,"Unburned",96.0910375,8.83208333333333,5.471,12.8,282.3101875,4.07290625,3.7955,4.37,0.267480651104167,1.14684627088869,21.4246390643345,157.171104166667,29.6344791666667,326.839583333333,362.708333333333,91.667875,0.186393541666667,NA,NA,NA,NA,8.66251041666667,NA,NA,NA,NA
2011-08-09,"Moderate",96.6757125,9.80358333333333,3.416,16.15,282.507375,5.71795833333333,4.727,8.1875,0.444166793666667,1.25075469948252,31.0602132943997,227.8223125,46.2345208333333,298.410416666667,364.1,115.898208333333,0.198887916666667,NA,NA,NA,NA,6.82215625,NA,NA,NA,NA
2011-08-09,"Severe",97.2911625,9.69965574166667,3.2959396,15.786065,281.917479166667,6.93819791666667,4.834,9.1115,NA,1.24372401031729,NA,204.799333333333,40.2621041666667,312.8875,361.172916666667,116.2518125,0.19909875,NA,NA,NA,NA,8.55369965416667,NA,NA,NA,NA
2011-08-09,"Unburned",96.3925854166667,9.39054166666667,2.581,15.87,282.626625,3.78077083333333,3.149,4.247,0.428604852458333,1.21960722631512,30.4194536385566,223.8698125,44.7260208333333,294.097916666667,366.283333333333,106.958375,0.177974375,NA,NA,NA,NA,7.2088125,NA,NA,NA,NA
2011-08-10,"Moderate",97.2125520833333,7.07320833333333,5.104,8.52,281.091729166667,5.94848958333333,5.6025,6.464,0.0792978936458333,1.00840088816522,7.71597402577088,82.4659166666667,14.9815208333333,343.66875,354.320833333333,56.8323125,0.146156041666667,NA,NA,NA,NA,6.965890625,NA,NA,NA,NA
2011-08-10,"Severe",97.8474229166667,7.07119347916667,5.392727,8.426684,281.2778125,7.17088541666667,6.5625,7.7275,NA,1.00815206330663,NA,79.3292916666667,13.1803333333333,346.152083333333,353.70625,58.5947916666667,0.190436666666667,NA,NA,NA,NA,8.984640625,NA,NA,NA,NA
2011-08-10,"Unburned",96.9261625,6.8885625,5.336,8.2,280.973520833333,3.99832291666667,3.887,4.195,0.0714607716875,0.995481098550176,7.02398211783116,77.9858958333333,14.1402916666667,345.747916666667,356.30625,53.2872708333333,0.189375833333333,NA,NA,NA,NA,7.96347916666667,NA,NA,NA,NA
2011-08-11,"Moderate",97.5112291666667,8.49166666666667,3.056,14.71,282.109541666667,5.71488541666667,5.0015,6.5465,0.242186321354167,1.14833939410833,17.2210796867387,212.80219911875,50.6978125,302.475,362.277083333333,102.3023025625,0.283572083333333,NA,NA,NA,NA,6.73855729166667,NA,NA,NA,NA
2011-08-11,"Severe",98.1466125,8.44969525,3.0632492,14.700665,282.2273125,7.46667708333333,5.7075,10.115,NA,1.14577420520377,NA,217.3214375,39.543125,318.302083333333,359.916666666667,136.163729166667,0.2723925,115.637233630952,2.42591327380952,50.5408534970238,52.5217324404762,9.30131770833333,-2.12602678571429,NA,NA,NA
2011-08-11,"Unburned",97.2326166666667,8.21425,2.907,14.44,282.4621875,3.81555208333333,3.3535,4.2345,0.23333094975,1.12776744535279,16.5249721023768,231.994375,46.4980208333333,302.5125,364.664583333333,123.344270833333,0.352729166666667,NA,NA,NA,NA,7.42378125,NA,NA,NA,NA
2011-08-12,"Moderate",96.8748145833333,13.7845416666667,6.822,19.52,284.763541666667,5.94726041666667,5.1595,6.9135,0.8209274575,1.64001643439069,44.6708366496609,210.535391320833,49.8204583333333,300.635416666667,378.054166666667,83.2961829791667,0.233665416666667,NA,NA,NA,NA,7.44657291666667,NA,NA,NA,NA
2011-08-12,"Severe",97.4840354166667,13.8981415416667,7.0285117,19.668518,284.895208333333,7.8745625,5.7885,10.36,NA,1.65416737922745,NA,214.3795625,43.648625,316.222916666667,379.197916666667,107.7559375,0.249887708333333,313.632259424603,2.35998700396825,32.3945346974206,10.1156798164683,10.1100833333333,-0.00820932539682539,NA,NA,NA
2011-08-12,"Unburned",96.6074145833333,13.7681041666667,5.504,19.52,285.307020833333,4.08967708333333,3.5,4.773,0.857304623958333,1.64207992069456,46.612543022619,226.244291666667,46.2403333333333,299.635416666667,381.297916666667,98.3414583333333,0.215481666666667,NA,NA,NA,NA,8.46346875,NA,NA,NA,NA
2011-08-13,"Moderate",96.2758229166667,11.2598958333333,5.484,16.89,282.527125,6.02640625,5.123,6.927,0.435826117875,1.37555262361477,28.4759509818235,167.258172010417,36.3459583333333,310.51875,366.814583333333,74.616379875,0.197497708333333,NA,NA,NA,NA,7.59632291666667,NA,NA,NA,NA
2011-08-13,"Severe",96.8853875,11.1781391229167,4.7478805,16.930947,283.311,7.550375,5.7215,9.4,NA,1.36838565971835,NA,158.485583333333,31.3632083333333,318.564583333333,367.052083333333,78.634875,0.21910375,NA,NA,NA,NA,9.70575,NA,NA,NA,NA
2011-08-13,"Unburned",96.0148666666667,10.8775416666667,3.785,16.7,282.814083333333,4.28197916666667,3.7105,4.725,0.4044064303125,1.34127899010554,27.1055697179529,159.957666666667,31.444125,312.80625,367.954166666667,73.365625,0.184719791666667,NA,NA,NA,NA,7.95997916666667,NA,NA,NA,NA
2011-08-14,"Moderate",96.6236416666667,5.72004166666667,3.249,7.559,279.859729166667,5.99673958333333,5.6225,6.627,0.0365629243958333,0.919586235499196,3.91086124839388,107.667172360417,19.6428333333333,341.49375,348.135416666667,81.3826711,0.632917083333333,NA,NA,NA,NA,7.02915625,NA,NA,NA,NA
2011-08-14,"Severe",97.2568479166667,5.71336542916667,3.2340428,7.5520412,279.976729166667,6.90688541666667,6.0425,7.682,NA,0.919137198163684,NA,94.0099166666667,15.770375,342.6125,347.339583333333,73.5124583333333,0.340825208333333,NA,NA,NA,NA,8.21257291666667,NA,NA,NA,NA
2011-08-14,"Unburned",96.35445625,5.53864583333333,3.074,7.36,279.548541666667,4.21122916666667,3.9265,4.5405,0.0273571394791667,0.908007567651502,2.94370676617221,97.3389375,17.1548958333333,342.6625,349.154166666667,73.692375,6.36537270833333,NA,NA,NA,NA,7.51297916666667,NA,NA,NA,NA
2011-08-15,"Moderate",96.9143458333333,4.32197916666667,2.01,7.978,278.433416666667,5.18323958333333,4.7325,5.746,0.0526192844583333,0.838194856589429,5.79892500508641,109.523167920833,20.4201458333333,333.3,341.785416666667,80.61760513125,72.888673125,NA,NA,NA,NA,5.37163541666667,NA,NA,NA,NA
2011-08-15,"Severe",97.5576729166667,4.30306260833333,2.0921505,7.8967159,278.646375,5.968625,5.079,7.322,NA,0.837031607293321,NA,102.474625,17.4643958333333,331.277083333333,341.335416666667,74.9518958333333,0.266127916666667,NA,NA,NA,NA,6.58349479166667,NA,NA,NA,NA
2011-08-15,"Unburned",96.64536875,4.12914583333333,2.04,7.705,278.389604166667,3.52263541666667,3.3175,3.8855,0.0404383635,0.826724324471502,4.38217185520148,101.538604166667,18.6921875,330.1875,343.110416666667,69.9242916666667,0.375416666666667,NA,NA,NA,NA,5.3879375,NA,NA,NA,NA
2011-08-16,"Moderate",96.8173333333333,2.3164375,-0.698,6.052,276.606395833333,4.60448958333333,4.0005,5.3035,0.0520434007291667,0.728499613023967,6.54053852032806,132.18253349375,25.3782291666667,322.629166666667,333.447916666667,95.9855544260417,0.486597083333333,NA,NA,NA,NA,4.76429166666667,NA,NA,NA,NA
2011-08-16,"Severe",97.4790229166667,2.26366969791667,-0.89037395,6.1628495,276.903229166667,5.15558333333333,4.111,6.181,NA,0.726048948695018,NA,116.7953125,19.8565,321.320833333333,332.41875,85.8408958333333,0.356911666666667,NA,NA,NA,NA,5.25821875,NA,NA,NA,NA
2011-08-16,"Unburned",96.5662208333333,2.07472916666667,-1.197,6.228,276.535020833333,3.00115625,2.732,3.454,0.0410510841875,0.716528926439891,5.01043442080056,130.518729166667,23.5198541666667,317.2875,334.41875,89.867625,0.626740416666667,NA,NA,NA,NA,4.37142708333333,NA,NA,NA,NA
2011-08-17,"Moderate",96.8686416666667,2.79327083333333,-0.501,6.403,277.556895833333,4.18792708333333,3.5685,4.813,0.0754066889791667,0.756054359616159,8.84352480090584,129.204794233333,24.7537916666667,321.152083333333,336.620833333333,88.9822528927083,0.47266375,NA,NA,NA,NA,4.25415104166667,NA,NA,NA,NA
2011-08-17,"Severe",97.5058,2.738392284375,-0.88558685,6.3896622,277.724958333333,4.9046875,3.7145,6.1615,NA,0.753431608958536,NA,118.837270833333,20.9770208333333,323.302083333333,336.15,85.0123333333333,0.359202291666667,NA,NA,NA,NA,5.71986805416667,NA,NA,NA,NA
2011-08-17,"Unburned",96.60175,2.5429375,-1.446,6.202,277.337395833333,2.61826041666667,2.127,2.924,0.070300969,0.743239940997612,8.11423177200288,134.835770833333,24.4789791666667,317.964583333333,338.51875,89.802625,1.232558125,NA,NA,NA,NA,4.18057291666667,NA,NA,NA,NA
2011-08-18,"Moderate",96.66555,5.06808333333333,0.109,10.7,278.374666666667,4.33379166666667,3.7485,5.016,0.2156028766875,0.90089597391631,19.823366984349,194.348326470833,41.7129583333333,293.741666666667,343.560416666667,102.81661823125,0.197306875,141.415548611111,2.3878321875,44.9200588194444,38.786276412037,5.10925,-1.83956018518519,NA,NA,NA
2011-08-18,"Severe",97.3124916666667,5.03030608125,0.49292505,10.732235,278.53625,5.35608333333333,3.6985,7.6995,NA,0.898916555820598,NA,198.689541666667,37.9249375,300.589583333333,342.716666666667,118.637520833333,0.267213958333333,135.192257575758,2.52495918560606,41.8779393371212,42.0534636742424,6.71866666666667,-1.64581439393939,NA,NA,NA
2011-08-18,"Unburned",96.4006708333333,4.83075,0.728,10.55,278.647291666667,2.81195833333333,2.519,3.1585,0.199349667958333,0.886557299300642,18.1166662357802,186.338020833333,38.3004583333333,293.64375,346.295833333333,95.3854791666667,0.280030208333333,NA,NA,NA,NA,5.30553125,NA,NA,NA,NA
2011-08-19,"Moderate",95.66105625,7.95483333333333,-2.149,15.66,279.672416666667,3.70641666666667,2.798,4.612,0.436209056041667,1.14685499021444,32.3331988595488,223.047138085417,50.0868333333333,269.202083333333,350.775,91.3873881041667,0.208829375,NA,NA,NA,NA,3.81914930625,NA,NA,NA,NA
2011-08-19,"Severe",96.2964125,7.946589396875,-0.7231812,15.670137,278.8395,4.75186458333333,2.572,7.5525,NA,1.14421990461074,NA,214.962125,43.6559166666667,284.270833333333,347.689583333333,107.887458333333,0.240803125,198.660502840909,2.59042086647727,38.1469466003788,32.1666020028409,3.99830729229167,-0.396321022727273,NA,NA,NA
2011-08-19,"Unburned",95.39360625,7.74960416666667,-0.548,15.42,279.8726875,2.46557291666667,1.8925,3.01,0.419911301375,1.12653130893594,31.4828177276834,224.774395833333,46.7651458333333,268.133333333333,353.277083333333,92.8655,0.23175,NA,NA,NA,NA,3.72330208333333,NA,NA,NA,NA
2011-08-20,"Moderate",94.2192458333333,5.03304166666667,-0.367,8.95,278.531875,3.746375,3.0305,4.4515,0.2199507625,0.886520224464301,23.9264785133028,191.117672472917,42.9931875,276.445833333333,342.410416666667,82.159901171875,0.215116875,NA,NA,NA,NA,4.54399479166667,NA,NA,NA,NA
2011-08-20,"Severe",94.8479958333333,4.80555694791667,-0.40378955,8.8586835,277.375395833333,4.24194791666667,2.6455,5.9775,NA,0.872944540072247,NA,165.614125,33.7704791666667,290.108333333333,336.427083333333,85.5248958333333,0.223362291666667,267.479270833333,2.61766588541667,20.3396517708333,41.8543624479167,3.91689236125,-1.28703125,NA,NA,NA
2011-08-20,"Unburned",93.965,4.41797916666667,-0.773,8.57,277.805854166667,2.56814583333333,2.104,2.942,0.190385548875,0.850145845304346,21.4442237582281,184.264416666667,37.8874166666667,275.797916666667,341.61875,80.5561666666667,0.191904375,269.281778645833,2.70036348958333,16.6302924739583,47.599204375,4.12161458333333,-0.585989583333333,NA,NA,NA
2011-08-21,"Moderate",93.9804770833333,3.05720833333333,0.777,5.702,276.047104166667,3.68453125,3.3155,4.2115,0.107746781125,0.764826516772079,13.1810717766626,150.8392072,33.1738125,296.820833333333,330.7125,83.7737281104167,0.293228541666667,NA,NA,NA,NA,4.64865104166667,NA,NA,NA,NA
2011-08-21,"Severe",94.60461875,3.08033248958333,0.74954445,5.7466221,276.4865,3.94798958333333,3.0775,5.017,NA,0.766086088856178,NA,143.6223125,28.0892916666667,303.547916666667,331.541666666667,87.5392708333333,0.322397708333333,NA,NA,NA,NA,4.86091666666667,NA,NA,NA,NA
2011-08-21,"Unburned",93.7281041666667,2.959875,0.6,5.623,276.278541666667,2.41859375,2.181,2.792,0.1007803453125,0.759559603839576,12.2830273847383,154.275395833333,33.4906666666667,294.239583333333,333.402083333333,81.6222291666667,0.422669791666667,NA,NA,NA,NA,4.15594791666667,NA,NA,NA,NA
2011-08-22,"Moderate",94.46254375,5.52620833333333,-2.433,12.45,277.470333333333,2.78379166666667,2.135,3.5285,0.296589445270833,0.955100358295079,25.3499519725742,213.66925538125,48.43275,272.69375,340.733333333333,97.1969217385417,0.178170833333333,NA,NA,NA,NA,2.34725520833333,NA,NA,NA,NA
2011-08-22,"Severe",95.08395625,5.58014315520833,-1.8947995,12.42012,277.357416666667,3.46159375,1.5845,6.1545,NA,0.956592023765785,NA,209.282458333333,41.877375,291.4625,339.45,119.417583333333,0.205592083333333,NA,NA,NA,NA,2.42502083125,NA,NA,NA,NA
2011-08-22,"Unburned",94.1924104166667,5.46739583333333,-2.409,12.19,277.873416666667,1.84460416666667,1.383,2.264,0.2848985595625,0.946919403490381,24.2289649672837,214.143,44.5879166666667,269.579166666667,343.729166666667,95.4050833333333,0.182174375,NA,NA,NA,NA,2.12234375,NA,NA,NA,NA
2011-08-23,"Moderate",95.0563208333333,2.0199375,-0.321,4.472,276.409770833333,3.008,2.524,3.517,0.0347908331666667,0.710404461758294,4.68063110328926,89.2401742666667,16.5835625,321.208333333333,331.147916666667,62.717028003125,0.214741041666667,137.218003472222,2.53165114583333,19.0840416319444,28.0608479166667,3.61545833333333,-0.75875,NA,NA,NA
2011-08-23,"Severe",95.6970833333333,1.952190103125,-0.43234385,4.4316182,276.458458333333,3.59035416666667,2.7595,4.404,NA,0.707096403778718,NA,70.8329791666667,12.0036458333333,323.147916666667,329.4,52.57725,3.51530916666667,NA,NA,NA,NA,4.191828125,NA,NA,NA,NA
2011-08-23,"Unburned",94.79063125,1.751125,-0.655,4.235,276.174833333333,2.03007291666667,1.8305,2.2125,0.0183053451041667,0.697063241812007,2.41786269167523,81.9928958333333,15.2132291666667,322.26875,332.085416666667,56.963,0.700875416666667,NA,NA,NA,NA,3.25573958333333,NA,NA,NA,NA
2011-08-24,"Moderate",95.3923270833333,4.48839583333333,0.036,10.77,278.755166666667,3.22767708333333,2.5615,4.1565,0.139027166479167,0.866599358578804,13.14929143486,159.269556975,32.2151041666667,308.477083333333,343.64375,91.8877866291667,0.1418496875,163.898907738095,1.61285541666667,30.2291440178571,43.1792155059524,3.85885416666667,-0.426711309523809,NA,NA,NA
2011-08-24,"Severe",96.0223083333333,4.481104534375,0.08742445,10.847723,278.799979166667,4.24308333333333,2.609,6.599,NA,0.866259714182755,NA,150.381041666667,26.9722708333333,314.997916666667,342.314583333333,96.0921041666667,0.152676458333333,144.4100625,1.71885640625,21.5791784895833,39.3067670833333,5.94639583333333,-0.666822916666667,NA,NA,NA
2011-08-24,"Unburned",95.1205,4.3171875,-0.006,10.71,279.219270833333,2.19338541666667,1.771,2.7105,0.134242992354167,0.856090216394314,12.3949405212987,155.970958333333,29.6943333333333,310.254166666667,346.958333333333,89.5724583333333,0.3429153125,NA,NA,NA,NA,4.2233125,NA,NA,NA,NA
2011-08-25,"Moderate",95.8243270833333,8.96897916666667,2.047,15.48,281.3074375,3.78253125,3.031,4.729,0.3567691975625,1.19629236235404,24.866879894593,194.726375414583,43.516625,296.041666666667,359.833333333333,87.4180830864583,0.145321458333333,NA,NA,NA,NA,5.02259375,NA,NA,NA,NA
