,FINAL,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,,Severe,Moderate,Unburned
Date,Year,5cm,5 cm,5 cm,10cm,10cm,10cm,20cm,20cm,20cm,30 cm,30 cm,30 cm,40cm,40cm,40cm,Depth of Measurements,Air T 2m,Air T 2m,Air T 2m
8/6/2012,2012.59836065574,6.121041667,5.910010417,6.05009375,5.353604167,5.318395833,3.76525,4.69575,4.613458333,2.4271875,,2.010395833,1.452666667,2.9856875,3.77025,-0.029875,,5.618854167,5.260604167,5.1013125
8/7/2012,2012.60109289617,6.337069444,5.429645833,5.502223958,4.919541667,4.853229167,3.32625,4.257979167,4.1985625,2.1305,,1.7255,0.963708333,2.724416667,3.451333333,-0.013,,7.566854167,7.387041667,7.253708333
8/8/2012,2012.60382513661,6.92365625,6.223697917,4.914244792,5.310979167,5.1530625,3.7448125,4.191458333,4.1701875,2.04275,,1.625458333,1.094291667,2.545729167,3.269166667,-0.00625,,10.87464583,10.93233333,10.62722917
8/9/2012,2012.60655737705,6.955496528,6.745322917,3.99196875,5.748458333,5.666416667,4.227770833,4.49625,4.489479167,2.301083333,,1.7265625,1.488333333,2.617083333,3.367125,-0.004,,9.371041667,9.374416667,9.1294375
8/10/2012,2012.60928961749,6.674409722,6.603635417,3.589255208,5.700520833,5.698583333,4.2389375,4.565041667,4.581229167,2.437770833,,1.8586875,1.708416667,2.712041667,3.478166667,0.000666667,,8.306229167,8.130729167,7.9635
8/11/2012,2012.61202185792,6.651322917,6.034989583,4.184239583,5.3673125,5.2323125,4.0416875,4.370375,4.36325,2.42425,,1.893458333,1.7845,2.698895833,3.4615,0.021666667,,9.51675,9.348791667,9.197125
8/12/2012,2012.61475409836,7.3841875,6.2691875,4.656963542,5.487270833,5.180625,4.340645833,4.336645833,4.293916667,2.538604167,,1.8960625,1.985375,2.657729167,3.418041667,0.02625,,12.342,12.39066667,12.3498125
8/13/2012,2012.61748633880,8.164197917,7.4179375,4.596166667,6.101208333,5.845145833,5.017520833,4.620770833,4.591270833,2.824604167,,1.989625,2.222208333,2.723833333,3.518645833,0.04425,,14.66583333,15.24270833,14.8325
8/14/2012,2012.62021857923,8.66328125,8.10234375,4.292046875,6.709854167,6.603020833,5.525416667,5.0980625,5.102020833,3.159729167,,2.231604167,2.459083333,2.938666667,3.797916667,0.084833333,,14.10479167,13.941875,13.699375
8/15/2012,2012.62295081967,8.510927083,8.17815625,4.609036458,6.923854167,6.8645,5.6848125,5.408791667,5.395833333,3.373895833,,2.453375,2.635208333,3.162208333,4.069020833,0.132666667,,13.99229167,13.82270833,13.51375
8/16/2012,2012.62568306011,8.136225694,7.747322917,5.49209375,6.667270833,6.7038125,5.436458333,5.422104167,5.426916667,3.41375,,2.557416667,2.653583333,3.271708333,4.219520833,0.192458333,,12.6325,12.34495833,12.03475
8/17/2012,2012.62841530055,8.000361111,7.457041667,6.034578125,6.477645833,6.451541667,5.179666667,5.2779375,5.316916667,3.319583333,,2.565979167,2.5535,3.247979167,4.228625,0.2355,,12.76604167,12.61516667,12.336375
8/18/2012,2012.63114754098,7.777826389,7.467291667,6.1913125,6.526958333,6.404854167,5.228020833,5.260791667,5.280104167,3.3093125,,2.55525,2.526895833,3.22,4.218166667,0.26175,,12.633125,12.67479167,12.51875
8/19/2012,2012.63387978142,7.534659722,6.905197917,5.8734375,6.15275,6.074625,4.871020833,5.092583333,5.115833333,3.216875,,2.502659574,2.483875,3.1903125,4.1718125,0.295166667,,11.937375,11.98616667,11.8303125
8/20/2012,2012.63661202186,7.338013889,7.222302083,5.562864583,6.191229167,6.096645833,4.955854167,5.013125,5.039916667,3.147020833,,2.46525,2.4185625,3.110729167,4.0916875,0.313833333,,9.9515,9.560020833,9.499666667
8/21/2012,2012.63934426230,6.908246528,6.361625,5.602947917,5.777520833,5.64525,4.509083333,4.843604167,4.849833333,3.042875,,2.425083333,2.339333333,3.063916667,4.019833333,0.345875,,11.33789583,11.34152083,11.3294375
8/22/2012,2012.64207650273,7.110534722,6.308083333,5.135791667,5.674125,5.4223125,4.414875,4.640645833,4.6325625,2.915833333,,2.299354167,2.3065625,2.949270833,3.869395833,0.35375,,12.119875,12.438625,11.9773125
8/23/2012,2012.64480874317,6.777333333,6.835708333,5.315135417,5.770395833,5.635125,4.721083333,4.635333333,4.655395833,2.971833333,,2.302833333,2.3638125,2.8903125,3.817916667,0.360666667,,12.4994375,12.92989583,12.586
8/24/2012,2012.64754098361,6.350704861,6.09084375,4.714515625,5.4068125,5.448208333,4.283770833,4.543291667,4.631291667,2.918520833,,2.283666667,2.2615625,2.877604167,3.8180625,0.392166667,,8.7118125,8.764104167,8.558291667
8/25/2012,2012.65027322404,5.591496528,6.1100625,4.640739583,5.261479167,5.260604167,4.108395833,4.346520833,4.435979167,2.746854167,,2.230125,2.138520833,2.777604167,3.683458333,0.405,,8.4538125,8.224395833,8.179604167
8/26/2012,2012.65300546448,4.76728125,4.645458333,5.010088542,4.722583333,4.694479167,3.474020833,4.177791667,4.228791667,2.554583333,,2.1055625,2.003479167,2.7090625,3.5661875,0.412,,2.9710625,2.3855,2.178708333
8/27/2012,2012.65573770492,4.552246528,4.09696875,4.484234375,3.957291667,3.885875,2.65825,3.55625,3.5449375,1.977708333,,1.841645833,1.57575,2.449208333,3.169916667,0.371166667,,5.124875,4.778125,4.774979167
8/28/2012,2012.65846994536,4.64853125,4.347729167,4.379364583,3.9465,3.878666667,2.719666667,3.346208333,3.3541875,1.785104167,,1.659375,1.3348125,2.206979167,2.886583333,0.3185,,6.826416667,6.944645833,6.722916667
8/29/2012,2012.66120218579,4.557788194,4.424947917,3.444026042,3.980104167,3.965625,2.917604167,3.313854167,3.340979167,1.8108125,,1.575270833,1.3355,2.104270833,2.7675,0.3115,,5.810541667,5.958604167,5.829541667
8/30/2012,2012.66393442623,4.321229167,4.458666667,2.788734375,3.982375,3.861833333,2.95325,3.3205,3.272083333,2.009770833,,1.5126875,1.2645,2.0786875,2.707270833,0.3335,,3.817145833,3.570333333,3.412083333
8/31/2012,2012.66666666667,3.862420139,3.742083333,2.935010417,3.54425,3.423458333,2.478875,3.0805,3.026645833,1.848729167,,1.418166667,1.059541667,2.0194375,2.608208333,0.345875,,2.528479167,2.121958333,1.9321875
9/1/2012,2012.66939890710,3.833489583,3.710083333,3.127838542,3.480458333,3.284916667,2.410625,2.925333333,2.871979167,1.707125,,1.340458333,1.052229167,1.8985625,2.454604167,0.3115,,3.242895833,2.877729167,2.7028125
9/2/2012,2012.67213114754,3.942204861,3.186385417,3.1063125,3.113645833,3.477729167,2.078895833,2.698854167,2.600229167,1.563229167,,1.242555556,0.872520833,1.801270833,2.330854167,0.2975,,4.333604167,-0.223888889,-0.206
9/3/2012,2012.67486338798,4.406958333,4.29984375,2.586359375,3.693604167,3.654708333,2.623625,2.7916875,2.653666667,1.621854167,,,0.995145833,1.714625,2.291770833,0.2835,,8.988791667,9.381304238,9.181473422
9/4/2012,2012.67759562842,4.601041667,4.626010417,2.543869792,4.0674375,3.835833333,2.956145833,3.162354167,2.9706875,1.926125,,,1.202375,1.855791667,2.481958333,0.324125,,8.512854167,8.704336553,8.53069892
9/5/2012,2012.68032786885,4.381479167,4.390541667,2.19440625,3.9944375,3.848270833,2.940104167,3.228479167,3.0729375,1.980229167,,,1.242708333,1.972979167,2.6196875,0.367666667,,6.1171875,5.956712371,5.871996424
9/6/2012,2012.68306010929,2.998109375,3.062083333,3.326958333,3.294208333,3.140229167,2.318791667,2.981958333,2.890979167,1.841020833,,,1.0559375,1.972520833,2.591979167,0.378166667,,-0.519020833,-0.217391802,-0.149255152
9/7/2012,2012.68579234973,1.870822917,1.801864583,3.5996875,2.3736875,2.130875,1.495666667,2.377395833,2.337354167,1.380791667,,,0.692854167,1.749625,2.252229167,0.319416667,,-2.286416667,-1.910278805,-1.798274994
9/8/2012,2012.68852459016,1.31625,1.2468125,3.459020833,1.708625,1.4683125,0.915375,1.7710625,1.737666667,0.934625,,,0.428208333,1.4038125,1.779125,0.230666667,,-2.831653846,-2.211971757,-2.10078048
9/9/2012,2012.69125683060,1.202302083,1.068614583,2.399229167,1.409395833,1.222354167,0.627083333,1.392875,1.360229167,0.647583333,,,0.2643125,1.101416667,1.399166667,0.152375,,-0.926451283,-0.634022117,-0.188844567
9/10/2012,2012.69398907104,0.879541667,0.78884375,1.020010417,1.105208333,0.980979167,0.4391875,1.13575,1.091083333,0.466833333,,,0.151041667,0.891666667,1.127958333,0.066104167,,-0.868128868,-0.577120952,-0.135644337
9/11/2012,2012.69672131148,0.99325,0.905645833,0.6785,1.020770833,0.886666667,0.3695,0.910208333,0.873875,0.343708333,,,0.0936875,0.712416667,0.904666667,0.2015,,0.184025623,0.449393748,0.824104345
9/12/2012,2012.69945355191,1.200088542,1.128458333,0.44834375,1.167729167,1.0315625,0.467958333,0.937166667,0.8584375,0.32425,,,0.169979167,0.63725,0.821083333,0.157041667,,0.416075653,0.675788987,1.035774507
9/13/2012,2012.70218579235,1.175489583,1.082552083,0.318151042,1.204229167,1.072041667,0.5586875,0.981104167,0.867666667,0.357375,,,0.20325,0.639583333,0.8084375,0.065,,-0.024385963,0.246060913,0.633996575
9/14/2012,2012.70491803279,1.285765625,1.104510417,0.3578125,1.2006875,1.016270833,0.632125,0.9686875,0.839645833,0.390916667,,,0.24075,0.636666667,0.7863125,0.076666667,,0.459659305,0.718310555,1.07553041
9/15/2012,2012.70765027322,1.33346875,1.228729167,0.50303125,1.211041667,1.0683125,0.751104167,0.994354167,0.847104167,0.449625,,,0.292458333,0.641333333,0.7784375,0.079,,1.914727472,2.137920388,2.402806743
9/16/2012,2012.71038251366,1.9799375,1.884979167,0.60509375,1.6989375,1.524104167,1.259291667,1.196875,1.0388125,0.629333333,,,0.5028125,0.686645833,0.865145833,0.1315,,5.918473205,6.044099455,6.05492221
9/17/2012,2012.71311475410,1.399265625,1.26078125,0.719390625,1.445395833,1.278083333,0.941645833,1.251375,1.113333333,0.710666667,,,0.538020833,0.787875,0.986104167,0.133833333,,3.958978558,4.132355433,4.267520815
9/18/2012,2012.71584699454,1.623557292,1.4738125,1.0488125,1.455145833,1.160625,0.937979167,1.165145833,0.978979167,0.6310625,,,0.4544375,0.777666667,0.9166875,0.2929375,,5.656930259,5.788930009,5.816349358
9/19/2012,2012.71857923497,2.194135417,2.006864583,1.238416667,1.904458333,1.6183125,1.367375,1.3760625,1.155375,0.771375,,,0.567104167,0.815916667,0.981020833,0.3020625,,6.079216774,6.200925889,6.201548423
9/20/2012,2012.72131147541,2.13671875,2.012458333,0.900625,1.9136875,1.7358125,1.358416667,1.521395833,1.2968125,0.8663125,,,0.637479167,0.923645833,1.1119375,0.3751875,,2.684086216,2.888530747,3.104596306
9/21/2012,2012.72404371585,1.811958333,1.887177083,1.235265625,1.747395833,2.075375,1.360625,1.5175625,1.344833333,0.9149375,,,0.629145833,0.977375,1.176645833,0.450208333,,3.205873917,3.397603083,3.580557833
9/22/2012,2012.72677595628,3.363067708,3.352770833,1.505640625,2.583166667,2.4880625,2.227479167,1.744916667,1.6089375,1.1090625,,,0.7989375,0.9931875,1.298666667,0.505729167,,8.119614323,8.191601302,8.062747396
9/23/2012,2012.72950819672,2.537895833,2.627270833,1.451578125,2.5679375,2.581666667,2.037166667,2.133541667,1.997333333,1.4290625,,,0.936979167,1.227041667,1.639083333,0.569395833,,1.241339535,1.48094214,1.788559321
9/24/2012,2012.73224043716,0.91884375,1.000135417,1.8935,1.456375,1.3964375,1.091291667,1.6156875,1.572770833,1.084604167,,,0.526354167,1.1863125,1.523479167,0.61575,,-1.518363524,-1.211510139,-0.728771923
9/25/2012,2012.73497267760,0.456229167,0.465447917,2.447864583,0.859375,0.821791667,0.590354167,1.053958333,1.065416667,0.688895833,,,0.203291667,0.895958333,1.155166667,0.420395833,,-2.585812474,-2.252946589,-1.702471823
9/26/2012,2012.73770491803,0.225421875,0.263052083,1.520151042,0.571958333,0.558854167,0.355208333,0.714145833,0.7508125,0.436375,,,-0.019520833,0.637395833,0.845708333,0.27025,,-3.046719422,-2.702621766,-2.122899469
9/27/2012,2012.74043715847,0.1290625,0.163416667,0.660671875,0.401208333,0.413354167,0.231791667,0.495666667,0.529625,0.286583333,,,-0.037395833,0.445020833,0.6201875,0.172708333,,-1.818578198,-1.504408927,-1.002620146
9/28/2012,2012.74316939891,0.061177083,0.093291667,0.335125,0.292895833,0.303875,0.162166667,0.351083333,0.373666667,0.1984375,,,-0.067895833,0.3108125,0.455958333,0.114395833,,-1.629032486,-1.319482226,-0.829721348
9/29/2012,2012.74590163934,-0.011651042,0.04684375,0.193953125,0.218583333,0.256479167,0.12625,0.256083333,0.273333333,0.148833333,,,-0.1246875,0.223166667,0.34475,0.075916667,,-2.536868495,-2.205195318,-1.657826365
9/30/2012,2012.74863387978,-0.085864583,0.00490625,0.117625,0.1665,0.261458333,0.10525,0.190875,0.197354167,0.11575,,,-0.177770833,0.167354167,0.265875,0.049770833,,-1.496114318,-1.18980312,-0.70847676
10/1/2012,2012.75136612022,-0.071489583,0.002333333,0.076848958,0.131583333,0.136770833,0.090083333,0.146583333,0.142770833,0.097083333,,,-0.124979167,0.125083333,0.208854167,0.048,,1.56596208,1.797654007,2.084671785
10/2/2012,2012.75409836066,-0.017369792,0.004083333,0.063911458,0.1086875,0.118020833,0.08425,0.114,0.107604167,0.080166667,,,-0.0596875,0.093583333,0.167208333,0.043333333,,3.68580276,3.865836615,4.018336771
10/3/2012,2012.75683060109,-0.055682292,-0.01,0.039791667,0.088708333,0.0795,0.079583333,0.1,0.079458333,0.079583333,,,-0.106270833,0.074916667,0.139666667,0.03575,,0.776136631,1.027075694,1.364213013
10/4/2012,2012.75956284153,-0.00128125,-0.01125,0.028244792,0.084020833,0.074145833,0.080166667,0.08775,0.066083333,0.079,,,-0.0875,0.0633125,0.121583333,0.035166667,,4.237309502,4.403903773,4.521407254
10/5/2012,2012.76229508197,-0.020552083,-0.01884375,0.020088542,0.082854167,0.064916667,0.08075,0.08425,0.054416667,0.079,,,-0.062645833,0.0621875,0.118083333,0.034583333,,3.144330603,3.337559509,3.524419581
10/6/2012,2012.76502732240,-0.061338542,-0.042229167,0.010703125,0.071854167,0.0901875,0.079583333,0.0825,0.048,0.079,,,-0.135145833,0.059375,0.102333333,0.036916667,,0.844743694,1.094010881,1.426794638
10/7/2012,2012.76775956284,-0.0871875,-0.047375,0.020770833,0.066083333,0.065375,0.079,0.074333333,0.0375,0.079,,,-0.1134375,0.0515,0.094166667,0.034,,-2.4897519,-2.1592269,-1.6148478
10/8/2012,2012.77049180328,-0.188390625,-0.09740625,0.003390625,0.06375,0.0571875,0.079,0.065583333,0.0375,0.079,,,-0.222583333,0.0515,0.092416667,0.034583333,,-5.720481983,-5.311227817,-4.561837967
10/9/2012,2012.77322404372,-0.231265625,-0.10634375,0.01646875,0.062,0.0433125,0.078416667,0.065,0.036333333,0.079583333,,,-0.242229167,0.0515,0.090083333,0.035166667,,-7.628538432,-7.17278713,-6.30231874
10/10/2012,2012.77595628415,-0.301479167,-0.114875,0.005526042,0.053833333,0.036333333,0.076666667,0.065,0.03575,0.079,,,-0.261145833,0.048583333,0.083083333,0.034583333,,-7.619412197,-7.163883291,-6.293994019
10/11/2012,2012.77868852459,-0.17265625,-0.108385417,-0.002552083,0.052083333,0.035166667,0.07375,0.062666667,0.029916667,0.079,,,-0.2183125,0.0375,0.079,0.029916667,,-5.707786471,-5.298841679,-4.550257442
10/12/2012,2012.78142076503,-0.169072917,-0.107302083,-0.006734375,0.052666667,0.027583333,0.074333333,0.0626875,0.0235,0.079,,,-0.2120625,0.034583333,0.079,0.033416667,,-7.466852318,-7.01504112,-6.15483276
10/13/2012,2012.78415300546,-0.1999375,-0.113583333,0.003515625,0.053833333,0.027,0.077833333,0.063291667,0.0235,0.079,,,-0.218395833,0.034583333,0.079,0.03575,,-11.34939224,-10.80296802,-9.696387356
10/14/2012,2012.78688524590,-0.198838542,-0.1126875,0.006182292,0.050333333,0.025833333,0.07725,0.05525,0.015916667,0.079,,,-0.219875,0.028166667,0.079,0.034583333,,-10.09380819,-9.577981108,-8.551075383
10/15/2012,2012.78961748634,-0.187921875,-0.113791667,-0.001010417,0.049166667,0.024666667,0.0755,0.051291667,0.01475,0.079,,,-0.217979167,0.026416667,0.079,0.031083333,,-8.459154093,-7.983161645,-7.05998531
10/16/2012,2012.79234972678,-0.168880208,-0.107125,0.001671875,0.045666667,0.031083333,0.0755,0.0518125,0.0095,0.079,,,-0.1696875,0.025833333,0.078416667,0.029916667,,-5.690282052,-5.281763823,-4.534290354
10/17/2012,2012.79508196721,-0.160395833,-0.110177083,0.0030625,0.046833333,0.02525,0.070833333,0.051791667,0.010666667,0.079,,,-0.166541667,0.024666667,0.079,0.029916667,,-5.20479625,-4.80810875,-4.0914425
10/18/2012,2012.79781420765,-0.156317708,-0.117072917,0.004739583,0.050333333,0.0235,0.076083333,0.053583333,0.01125,0.079,,,-0.1934375,0.02525,0.077833333,0.03225,,-10.44383245,-9.919475677,-8.870358646
10/19/2012,2012.80054644809,-0.218947917,-0.128552083,0.005338542,0.046833333,0.0235,0.077833333,0.0513125,0.010666667,0.079,,,-0.2000625,0.02525,0.078416667,0.03575,,-14.30153704,-13.68317246,-12.38925908
10/20/2012,2012.80327868852,-0.243541667,-0.122583333,0.005494792,0.049166667,0.033416667,0.0755,0.0500625,0.010666667,0.079,,,-0.209208333,0.02525,0.077833333,0.034,,-10.7884921,-10.25573637,-9.184748454
10/21/2012,2012.80601092896,-0.282682292,-0.128541667,0.001958333,0.047416667,0.032833333,0.076083333,0.0518125,0.01125,0.079,,,-0.201395833,0.024083333,0.078416667,0.033416667,,-13.15428162,-12.56387433,-11.34276174
10/22/2012,2012.80874316940,-0.282447917,-0.11409375,-0.000807292,0.049166667,0.02525,0.070833333,0.048895833,0.010666667,0.079,,,-0.213854167,0.024083333,0.0755,0.029916667,,-5.654225942,-5.246586358,-4.501400883
10/23/2012,2012.81147540984,-0.232416667,-0.11534375,-0.005296875,0.0515,0.036916667,0.068041667,0.058020833,0.010083333,0.079,,,-0.201770833,0.0235,0.07725,0.029333333,,-7.598306442,-7.143291858,-6.274741883
10/24/2012,2012.81420765027,-0.287229167,-0.11753125,-0.002078125,0.050916667,0.027,0.0674375,0.055666667,0.011833333,0.079,,,-0.206708333,0.02525,0.074333333,0.027,,-4.523171192,-4.143094108,-3.469681383
10/25/2012,2012.81693989071,-0.221135417,-0.11103125,-0.0024375,0.048583333,0.029916667,0.066208333,0.051604167,0.0095,0.079,,,-0.076166667,0.0235,0.077833333,0.024083333,,-2.942227232,-2.60067593,-2.02758434
10/26/2012,2012.81967213115,-0.189640625,-0.1109375,-0.002453125,0.0515,0.040416667,0.066791667,0.051020833,0.0095,0.079,,,-0.0713125,0.024083333,0.076083333,0.024666667,,-2.611395855,-2.277906532,-1.725808335
10/27/2012,2012.82240437158,-0.186859375,-0.105677083,0.000453125,0.050333333,0.054416667,0.064520833,0.053916667,0.010666667,0.079,,,-0.073729167,0.024666667,0.076083333,0.024083333,,-5.19435558,-4.797922507,-4.081918785
10/28/2012,2012.82513661202,-0.180614583,-0.108552083,0.00125,0.0515,0.053833333,0.07025,0.056833333,0.0095,0.079,,,-0.185770833,0.024083333,0.077833333,0.024666667,,-8.490208941,-8.013459722,-7.088312756
10/29/2012,2012.82786885246,-0.20465625,-0.114020833,-0.001338542,0.050916667,0.052083333,0.071458333,0.0545,0.008916667,0.079,,,-0.198229167,0.024666667,0.077833333,0.02525,,-8.939392844,-8.451697531,-7.498046938
10/30/2012,2012.83060109290,-0.216979167,-0.1223125,-0.006041667,0.048583333,0.0515,0.066229167,0.0521875,0.010083333,0.079,,,-0.194583333,0.0235,0.076666667,0.025833333,,-8.700828348,-8.218946577,-7.280434446
10/31/2012,2012.83333333333,-0.20603125,-0.122979167,-0.007109375,0.047416667,0.0515,0.071479167,0.052791667,0.006583333,0.079,,,-0.180645833,0.024083333,0.07725,0.02525,,-11.73370934,-11.17791976,-10.04695168
11/1/2012,2012.83606557377,-0.216838542,-0.113052083,-0.006739583,0.04625,0.0515,0.0658125,0.051625,0.006583333,0.079,,,-0.154125,0.024666667,0.074333333,0.027583333,,-13.11094803,-12.52159673,-11.30323394
11/2/2012,2012.83879781421,-0.2054375,-0.120822917,-0.008354167,0.048,0.0515,0.062375,0.053958333,0.004833333,0.079,,,-0.1935,0.024083333,0.071416667,0.02875,,-21.03079985,-20.2484509,-18.52752221
11/3/2012,2012.84153005464,-0.225489583,-0.13490625,-0.011072917,0.04625,0.043333333,0.058416667,0.050479167,0.0095,0.079,,,-0.1975625,0.024083333,0.0685,0.031083333,,-25.4568103,-24.56660457,-22.56481685
11/4/2012,2012.84426229508,-0.282588542,-0.146302083,-0.0190625,0.043333333,0.024666667,0.056166667,0.049354167,0.01125,0.079,,,-0.203875,0.0235,0.0755,0.025833333,,-24.04748018,-23.1916182,-21.2792616
11/5/2012,2012.84699453552,-0.324333333,-0.160229167,-0.01909375,0.039833333,0.0235,0.056166667,0.048208333,0.010083333,0.079,,,-0.200166667,0.0235,0.07725,0.026416667,,-19.07729167,-17.59770833,-18.49
11/6/2012,2012.84972677596,-0.34384375,-0.155645833,-0.024286458,0.036916667,0.022916667,0.05325,0.049333333,0.012416667,0.079,,,-0.199729167,0.0235,0.072583333,0.026416667,,-11.915625,-12.19583333,-12.61333333
11/7/2012,2012.85245901639,-0.363484375,-0.154125,-0.023416667,0.028166667,0.0235,0.053833333,0.0481875,0.008333333,0.079,,,-0.192354167,0.0235,0.067333333,0.02525,,-15.74479167,-14.195,-15.485
11/8/2012,2012.85519125683,-0.429828125,-0.167989583,-0.03196875,0.02525,0.0235,0.050333333,0.047625,0.007166667,0.079,,,-0.204958333,0.0235,0.071416667,0.02525,,-18.26291667,-16.37520833,-17.46166667
11/9/2012,2012.85792349727,-0.442098958,-0.159354167,-0.036046875,0.022916667,0.02175,0.045083333,0.04425,0.006583333,0.079,,,-0.208166667,0.024083333,0.07025,0.024666667,,-12.71854167,-12.766875,-13.46395833
11/10/2012,2012.86065573770,-0.367390625,-0.156270833,-0.042270833,0.019416667,0.014166667,0.03925,0.04425,0.0025,0.079,,,-0.190333333,0.0235,0.06675,0.024666667,,-11.71041667,-11.79416667,-12.01479167
11/11/2012,2012.86338797814,-0.398979167,-0.171291667,-0.050661458,0.014166667,0.015916667,0.039833333,0.0465,0.006,0.079,,,-0.188104167,0.024083333,0.067916667,0.024083333,,-16.75479167,-16.52416667,-17.26166667
11/12/2012,2012.86612021858,-0.449020833,-0.173302083,-0.0525,0.010666667,0.012416667,0.039833333,0.04425,0.008916667,0.079,,,-0.202645833,0.024083333,0.069083333,0.024666667,,-16.96145833,-17.08458333,-17.33
11/13/2012,2012.86885245902,-0.449458333,-0.186625,-0.056536458,0.0095,0.011833333,0.035166667,0.0465,0.0095,0.079,,,-0.198729167,0.0235,0.0685,0.025833333,,-24.18916667,-24.153125,-24.370625
11/14/2012,2012.87158469945,-0.537635417,-0.2080625,-0.062328125,-0.000416667,0.022916667,0.022333333,0.0470625,0.011833333,0.079,,,-0.226,0.024666667,0.072583333,0.024666667,,-20.56125,-20.62083333,-20.955625
11/15/2012,2012.87431693989,-0.528291667,-0.239260417,-0.080479167,-0.008,0.0235,0.010083333,0.0459375,0.010083333,0.079,,,-0.222854167,0.024083333,0.067333333,0.02525,,-23.60895833,-22.76875,-22.04541667
11/16/2012,2012.87704918033,-0.607317708,-0.257135417,-0.096166667,-0.025395833,0.0235,0.003083333,0.0425625,0.013583333,0.079,,,-0.218333333,0.024083333,0.0685,0.027,,-28.48291667,-25.695625,-26.96270833
11/17/2012,2012.87978142077,-0.678015625,-0.28267029,-0.126135417,-0.039,0.0235,-0.010333333,0.0436875,0.012391304,0.077833333,,,-0.2355,0.024666667,0.067916667,0.029333333,,-25.25020833,-25.5775,-26.13
11/18/2012,2012.88251366120,-0.722140625,-0.310354167,-0.148291667,-0.0635,0.0235,-0.035791667,0.04875,0.014166667,0.076083333,,,-0.242229167,0.026416667,0.069083333,0.028166667,,-30.65791667,-29.28770833,-30.105
11/19/2012,2012.88524590164,-0.837130208,-0.339145833,-0.182552083,-0.111854167,0.0235,-0.054125,0.01625,0.013,0.0755,,,-0.250416667,0.001208333,0.0685,0.02525,,-32.29104167,-30.325,-30.20916667
11/20/2012,2012.88797814208,-0.925088542,-0.3726875,-0.214984375,-0.131645833,0.0235,-0.088729167,0.01975,0.01125,0.071416667,,,-0.2528125,0.010854167,0.06675,0.0235,,-29.506875,-27.94333333,-28.189375
11/21/2012,2012.89071038251,-0.943213542,-0.404708333,-0.248494792,-0.15675,0.0235,-0.118416667,0.016291667,0.010666667,0.069083333,,,-0.251145833,0.011520833,0.069083333,0.024666667,,-29.95541667,-28.34958333,-27.93541667
11/22/2012,2012.89344262295,-1.036151042,-0.432416667,-0.296739583,-0.171958333,0.022916667,-0.152833333,0.018708333,0.008916667,0.067916667,,,-0.261666667,0.0184375,0.067916667,0.024666667,,-29.17895833,-25.050625,-25.30020833
11/23/2012,2012.89617486339,-1.092270833,-0.456520833,-0.334880208,-0.190916667,0.02,-0.18725,0.029625,0.008916667,0.072,,,-0.257708333,0.03225,0.067916667,0.0235,,-20.33729167,-18.47291667,-18.96458333
11/24/2012,2012.89890710383,-1.055135417,-0.459052083,-0.374052083,-0.21,0.01125,-0.209416667,0.021520833,0.008916667,0.069083333,,,-0.259520833,0.032833333,0.065583333,0.0235,,-15.05514583,-13.67520833,-14.36839583
11/25/2012,2012.90163934426,-0.930229167,-0.39928125,-0.413994792,-0.210583333,0.004833333,-0.205916667,0.013416667,0.0025,0.067333333,,,-0.245708333,0.03575,0.065583333,0.0235,,-12.84854167,-12.81566667,-12.9240625
11/26/2012,2012.90437158470,-0.910932292,-0.347875,-0.43753125,-0.212333333,-0.003729167,-0.188416667,0.012270833,0.001916667,0.06675,,,-0.2348125,0.029916667,0.070833333,0.0235,,-25.88958333,-23.48979167,-23.43145833
11/27/2012,2012.90710382514,-1.120697917,-0.445197917,-0.434458333,-0.25025,-0.013333333,-0.24325,0.011125,0.000166667,0.065,,,-0.253645833,0.027583333,0.077833333,0.0235,,-22.11520833,-20.82604167,-20.946875
11/28/2012,2012.90983606557,-1.122744792,-0.4994375,-0.408359375,-0.292833333,-0.0285,-0.300125,0.001229167,-0.001583333,0.065583333,,,-0.261041667,0.028166667,0.078416667,0.0235,,-20.00229167,-19.55854167,-19.381875
11/29/2012,2012.91256830601,-1.122088542,-0.514197917,-0.4270625,-0.298625,-0.043666667,-0.312166667,-0.004,0.000166667,0.065,,,-0.2546875,0.024666667,0.079,0.0229375,,-21.74375,-21.52833333,-21.80291667
11/30/2012,2012.91530054645,-1.114703125,-0.5155625,-0.492197917,-0.3104375,-0.05825,-0.32325,-0.0075,0.00075,0.065,,,-0.247958333,0.02525,0.079,0.023520833,,-16.30333333,-16.40354167,-16.54520833
12/1/2012,2012.91803278689,-1.065333333,-0.5196875,-0.52546875,-0.313916667,-0.079833333,-0.32675,-0.018,0.003666667,0.065,,,-0.242083333,0.024666667,0.079,0.022375,,-22.379375,-22.4,-22.66041667
12/2/2012,2012.92076502732,-1.120526042,-0.53653125,-0.528713542,-0.326166667,-0.09675,-0.353,-0.03025,0.008333333,0.064416667,,,-0.246854167,0.024083333,0.079,0.019,,-23.43604167,-22.8775,-23.57958333
12/3/2012,2012.92349726776,-1.140838542,-0.555697917,-0.527375,-0.355333333,-0.116854167,-0.388,-0.04425,0.008333333,0.064416667,,,-0.265166667,0.0235,0.076666667,0.017875,,-22.521875,-23.08979167,-23.30479167
